view_support,directed_neighbor_hits,mean_neighbor_rank,mean_distance,shared_author,same_location_exact,left_sample_id,left_paper_group,left_doi,left_sample_label,left_matrix,left_filler,left_surface_treatment,left_process_family,left_sequence,left_authors,left_location,right_sample_id,right_paper_group,right_doi,right_sample_label,right_matrix,right_filler,right_surface_treatment,right_process_family,right_sequence,right_authors,right_location
16,32,3.65625,0.07009548973292112,True,True,l157-s4-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s5-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,3.65625,0.07009548973292112,True,True,l157-s5-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s4-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,3.6875,0.06955700740218163,True,True,l157-s5-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s5-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,3.8125,0.07066133711487055,True,True,l157-s3-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s5-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,3.8125,0.07066133711487055,True,True,l157-s5-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s3-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.15625,0.052011381019838154,True,True,l157-s6-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s7-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.15625,0.052011381019838154,True,True,l157-s7-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s6-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.1875,0.051432007108815014,True,True,l157-s7-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s7-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.40625,0.06955700740218163,True,True,l157-s3-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s7-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.40625,0.06955700740218163,True,True,l157-s7-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s3-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.53125,0.07015317468903959,True,True,l157-s2-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s7-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.53125,0.07015317468903959,True,True,l157-s7-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s2-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.5625,0.07015317468903959,True,True,l157-s3-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s6-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.5625,0.07015317468903959,True,True,l157-s6-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s3-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.90625,0.05256128835026175,True,True,l157-s6-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s8-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.90625,0.05256128835026175,True,True,l157-s8-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s6-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.96875,0.05198191443923861,True,True,l157-s7-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s8-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,4.96875,0.05198191443923861,True,True,l157-s8-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s7-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,5.0,0.051432007108815014,True,True,l157-s8-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s8-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,5.46875,0.05308460246305913,True,True,l157-s6-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s9-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,5.46875,0.05308460246305913,True,True,l157-s9-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s6-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,5.65625,0.05195532145444304,True,True,l157-s8-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s9-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,5.65625,0.05195532145444304,True,True,l157-s9-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s8-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,5.71875,0.05250522878486663,True,True,l157-s7-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s9-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,5.71875,0.05250522878486663,True,True,l157-s9-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s7-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,32,5.8125,0.051432007108815014,True,True,l157-s9-zhao-2008,article:l157,10.1016/j.compscitech.2008.01.009,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Duncan, Renee | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA",l238-s9-zhao-2008,article:l238,10.1016/j.compscitech.2008.07.010,alumina in epoxy,DGEBA Epoxy Resin,Aluminium oxide,3-Aminopropyltriethoxysilane,Solution Processing,drying evaporation > solvent > mixing > additive > additive > heating > heating,"Zhao, Su | Schadler, Linda S. | Hillborg, Henrik | Auletta, Tommaso","Department of Materials Science and Engineering and Rensselaer Nanotechnology Center, Rensselaer Polytechnic Institute, 110 8th Street, Troy, NY 12180, USA"
16,31,1.3548387096774193,0.23628931564669456,False,False,l290-s25-si-2006,article:l290,10.1021/ma060125+, in styrene-acrylonitrile resin,Poly(styrene-co-acrylonitrile),,,Melt Mixing,mixing > mixing,"Si, Mayu | Araki, Tohru | Ade, Harald | Kilcoyne, A. L. D. | Fisher, Robert | Sokolov, Jonathan C. | Rafailovich, Miriam H.","Department of Materials Science and Engineering, State University of New York at Stony Brook, Stony Brook, New York 11794-2275; Department of Physics, North Carolina State University, Raleigh, North Carolina 27695; Advanced Light Source, Lawrence Berkeley Laboratory, Berkeley, California 94720-8225; and Hebrew Academy of Nassau County High School, Uniondale, New York 11553",l380-s7-zhao-2017,article:l380,10.1021/acs.macromol.6b02158, in Styrene acrylonitrile resin,Poly(styrene-co-acrylonitrile),,,Melt Mixing,mixing,"Zhao, Yue | Liu, Jianning | Li, Xiaoxiao | Lu, Yue | Wang, Shi-Qing","Department of Polymer Science and Institute of Polymer Science and Engineering, University of Akron, Akron, Ohio 44325-3909, United States"
16,31,2.5806451612903225,0.18322388347118132,True,False,l110-s11-singha-2008,article:l110,10.1109/T-DEI.2008.4446732,ZnO in bisphenol-A diglycidyl ether,DGEBA Epoxy Resin,Zinc oxide,,Melt Mixing,mixing > mixing > mixing > mixing > molding > drying evaporation,"Singha, Santanu | Thomas, M.",,l111-s2-singha-2009,article:l111,10.1109/TDEI.2009.4815189,Zinc Oxide in Bisphenol-A epoxy resin,DGEBA Epoxy Resin,Zinc oxide,,Melt Mixing,drying evaporation > drying evaporation > additive > additive > mixing > mixing > drying evaporation > mixing > molding > drying evaporation > molding > drying evaporation,"Singha, Santanu | Thomas, M. Joy","Nanodielectrics Laboratory, Department of Electrical Engineering, Indian Institute of Science, Bangalore, Indea"
16,31,2.967741935483871,0.19021195702014432,False,False,l132-s2-holt-2014,article:l132,10.1021/ma5000317,silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,,Solution Processing,solvent > mixing > drying evaporation > drying evaporation,"Holt, Adam P. | Griffin, Philip J. | Bocharova, Vera | Agapov, Alexander L. | Imel, Adam E. | Dadmun, Mark D. | Sangoro, Joshua R. | Sokolov, Alexei P.","Department of Physics and Astronomy, University of Tennessee , Knoxville, Tennessee 37996, United States, Chemical Sciences Division, Oak Ridge National Laboratory , Oak Ridge, Tennessee 37831, USA",l389-s13-natarajan-2013,article:l389,10.1021/ma302281b,Silica in poly(2-vinylpyridine),Poly(2-vinyl pyridine),Silicon dioxide,octyldimethylmethoxysilane,Solution Processing,solvent > mixing > drying evaporation > drying evaporation > molding > heating,"Natarajan, Bharath | Li, Yang | Deng, Hua | Brinson, L. Catherine | Schadler, Linda S.","Department
of Materials Science
and Engineering, Rensselaer Polytechnic Institute, Troy, New York 12180, United States"
