,logS,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
sample_385,-2.21,11.616805555555555,-1.1032638888888888,11.616805555555555,0.13833333333333342,0.6306646258975067,198.22199999999998,184.10999999999999,198.100442308,78,0,0.32763215928051637,-0.27681369223929936,0.32763215928051637,0.27681369223929936,1.1428571428571428,1.5714285714285714,1.8571428571428572,3.1057980173184863,276.43219213017323,10.930721420318147,8.509201921767762,8.509201921767762,6.446430083367842,4.61640828044968,4.61640828044968,3.7169790350883383,3.7169790350883383,2.8077652734157996,2.8077652734157996,1.8173901882692054,1.8173901882692054,-1.39,959.9065843890187,10.689302141157812,3.398660626219438,1.2853735117152147,82.23724745682058,0.0,5.41499046939678,0.0,11.814359458703011,0.0,6.031114512338072,20.222651576156306,4.794537184071822,0.0,0.0,20.771211599071872,12.338727669087403,0.0,0.0,14.383611552215466,17.845473971041084,0.0,10.633577208012662,11.332896515558172,27.19203322199788,0.0,0.0,0.0,0.0,10.633577208012662,4.794537184071822,0.0,0.0,17.845473971041084,9.589074368143644,11.332896515558172,27.19203322199788,0.0,0.0,0.0,0.0,75.27000000000001,23.26046444043786,14.383611552215466,0.0,5.917906046161393,6.4208216229260096,0.0,0.0,20.771211599071872,0.0,10.633577208012662,0.0,0.0,0.0,34.07991874527589,4.246111111111111,-1.1032638888888888,-1.1313888888888883,-0.7317361111111109,0.3845370370370369,5.339155328798185,0.0,0.6666666666666666,14,2,5,0,1,1,0,0,0,3,2,5,2,0,1,1,1,0.40479999999999994,49.243400000000015,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sample_386,-2.21,2.0833333333333335,1.3217592592592595,2.0833333333333335,1.3217592592592595,0.4588062796575455,92.14099999999999,84.07699999999998,92.062600256,36,0,-0.039774526323627504,-0.06224908578199481,0.06224908578199481,0.039774526323627504,1.0,1.5714285714285714,1.8571428571428572,3.0214653097240864,129.96566024533826,5.112884175122364,4.386751345948129,4.386751345948129,3.393846850117352,2.4106836025229597,2.4106836025229597,1.654700538379252,1.654700538379252,0.9404557350153064,0.9404557350153064,0.5343778974176118,0.5343778974176118,-0.78,47.19725257297226,4.380771704180065,1.7832860398554335,1.0382641324115067,43.79634523389357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.89528683400505,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,5.563451491696996,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.563451491696996,0.0,18.19910120538483,19.056471336613843,0.0,0.0,0.0,0.0,0.0,1.3217592592592595,0.0,10.261574074074074,0.0,2.0833333333333335,0.0,0.14285714285714285,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.99502,31.17899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_387,-2.21,11.372137188208619,-1.9975,11.372137188208619,0.34601851851851895,0.8444014474635425,228.247,216.15099999999995,228.07864424399997,86,0,0.3447543303669214,-0.4785825626522973,0.4785825626522973,0.3447543303669214,0.8235294117647058,1.1764705882352942,1.4705882352941178,2.594265293333969,466.0052359816527,12.303118619434358,9.07617817336004,9.07617817336004,8.153719104019142,5.222704945777808,5.222704945777808,3.7476135686023304,3.7476135686023304,2.692636313583786,2.692636313583786,1.7723274786766727,1.7723274786766727,-2.1299999999999994,8998.979960251252,11.358213743598053,4.392393353126711,1.924038562094657,98.96837115879002,10.213054789681411,0.0,0.0,5.601050810983688,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,60.6636706846161,11.126902983393991,0.0,0.0,15.007591973753234,5.969305287951849,0.0,0.0,0.0,5.601050810983688,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,16.182360077633263,10.39558799505551,0.0,11.126902983393991,60.6636706846161,0.0,0.0,0.0,57.53,11.570356098935537,15.007591973753234,0.0,0.0,11.126902983393991,0.0,0.0,60.6636706846161,0.0,0.0,0.0,0.0,0.0,11.372137188208619,19.721043083900227,-1.3054629629629622,-1.2824999999999995,16.74478269085412,0.0,0.0,0.0,0.07142857142857142,17,2,3,0,0,0,2,0,2,2,2,3,3,0,0,0,2,2.0071000000000003,63.518600000000035,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_388,-2.22,9.371203703703703,0.35009259259259307,9.371203703703703,0.35009259259259307,0.6020160700037417,144.17299999999997,136.10899999999998,144.057514876,54,0,0.12289872819208321,-0.5073115174760925,0.5073115174760925,0.12289872819208321,0.8181818181818182,1.5454545454545454,2.3636363636363638,2.9131611636048604,374.03449039867843,7.681798275874712,5.988665479827339,5.988665479827339,5.377010097711745,3.544974002795898,3.544974002795898,2.4982742827585622,2.4982742827585622,1.7666214190377916,1.7666214190377916,1.2083120506537177,1.2083120506537177,-1.5,505.7637345563877,6.22562358276644,2.274078478002378,0.9444444444444444,64.90730140342818,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,11.452591282926406,5.386224214464796,0.0,5.106527394840706,10.772448428929591,0.0,0.0,0.0,0.0,0.0,42.46456947923127,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,42.46456947923127,0.0,10.772448428929591,0.0,20.23,0.0,5.106527394840706,0.0,0.0,5.749511833283905,10.772448428929591,0.0,6.06636706846161,36.39820241076966,0.0,0.0,0.0,0.0,0.0,11.35962962962963,0.0,0.35009259259259307,13.290277777777778,0.0,0.0,0.0,0.0,11,1,1,0,0,0,2,0,2,1,1,1,0,0,0,0,2,2.5454000000000008,45.61280000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_389,-2.22,9.46175925925926,0.39870370370370345,9.46175925925926,0.39870370370370345,0.6522740358347691,150.221,136.10899999999998,150.104465068,60,0,0.1187890206084793,-0.5076548360000178,0.5076548360000178,0.1187890206084793,1.2727272727272727,1.9090909090909092,2.3636363636363638,3.092719758380193,251.04973178598337,8.430721420318147,7.256614672258461,7.256614672258461,5.109060905280622,3.905016342436629,3.905016342436629,3.2169705871737406,3.2169705871737406,1.8079474092478358,1.8079474092478358,1.1419203963354847,1.1419203963354847,-0.9800000000000001,252.1073814437375,8.119800399201598,2.9516118607817234,1.7320313091781339,67.6854053292794,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.98020853630447,30.034913297707618,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,26.689117645233264,0.0,29.32600418877882,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,6.923737199690624,30.892283428936633,18.19910120538483,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,0.0,11.6674178794453,11.126902983393991,0.0,6.06636706846161,19.056471336613843,13.847474399381248,0.0,0.0,0.0,0.0,9.46175925925926,2.1273148148148153,0.8153703703703704,5.805277777777778,0.0,6.12361111111111,0.0,0.4,11,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,2.824020000000001,46.93280000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_390,-2.22,10.446857993197279,-1.0139632149155953,10.446857993197279,0.388024691358025,0.8138038537145824,200.62099999999995,191.54899999999995,200.024021828,70,0,0.34409516480300323,-0.4785140460626406,0.4785140460626406,0.34409516480300323,1.5384615384615385,2.1538461538461537,2.6923076923076925,2.742841851112674,311.48305328030176,9.844934982691242,7.0284259953850405,7.784354941403495,6.109060905280621,3.749915258088037,4.127879731097265,2.528739236946635,2.935939363687241,1.4881639038810086,1.8004126816497932,0.7811674559815275,0.9614443718804669,-1.2200000000000002,772.9415243964346,9.864889643463497,4.140783009729792,2.628719697439394,80.89879677131512,9.843390348640755,5.749511833283905,6.103966387748303,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,23.733674027155736,19.056471336613843,0.0,5.022633313741326,14.637927532712576,17.570245178184365,0.0,0.0,0.0,13.027703587438927,0.0,29.288101587587768,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,11.600939890232516,17.17979907054086,4.794537184071822,0.0,6.923737199690624,24.26546827384644,5.022633313741326,0.0,0.0,46.53,12.073271675700152,4.794537184071822,0.0,0.0,10.772145147025231,0.0,6.923737199690624,24.26546827384644,0.0,0.0,21.44433023887327,5.075046296296296,5.755071491559587,10.446857993197279,8.978712207105065,0.0,-0.6259385235575703,6.75361473293021,-0.8889814814814818,1.4500617283950619,0.0,0.2222222222222222,13,1,3,0,0,0,1,0,1,2,1,4,3,0,0,0,1,2.1919,49.17780000000002,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_391,-2.22,9.831581632653062,-1.5455555555555558,9.831581632653062,0.8454166666666669,0.373165924670519,227.08499999999998,222.04499999999996,227.00257874000002,86,0,0.29440679779727424,-0.31148253883040977,0.31148253883040977,0.29440679779727424,0.8666666666666667,1.2666666666666666,1.5333333333333334,3.9922055468289943,234.98712426015686,11.844934982691242,7.007439232237363,7.007439232237363,6.913591357920934,3.2727167830283674,3.2727167830283674,1.9897703395975237,1.9897703395975237,0.9668122281437214,0.9668122281437214,0.5186701494415255,0.5186701494415255,-2.4,1181.1146166851313,12.6,6.114543066241321,7.944827586206896,80.63081361107673,14.512765751209901,13.213763929025836,6.103966387748303,0.0,15.259857128797627,0.0,0.0,0.0,0.0,30.342954806296717,0.0,0.0,0.0,0.0,29.77262288000753,0.0,0.0,0.0,0.0,6.103966387748303,13.213763929025836,30.342954806296717,0.0,0.0,0.0,0.0,0.0,0.0,34.577587445571766,14.512765751209901,30.342954806296717,0.0,0.0,0.0,0.0,0.0,157.11,34.577587445571766,30.342954806296717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.512765751209901,0.0,0.0,0.0,40.52248204837491,25.547240173847314,0.0,0.0,0.0,-1.5455555555555558,-1.6908333333333339,0.0,1.0,15,0,12,0,0,0,0,0,0,9,0,12,8,0,0,0,0,-1.0200999999999996,37.76020000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_392,-2.23,11.774444444444445,-1.0529166666666665,11.774444444444445,0.40624999999999933,0.6569080951365892,198.22199999999998,184.10999999999999,198.100442308,78,0,0.3300181467548029,-0.27665074111629395,0.3300181467548029,0.27665074111629395,1.2142857142857142,1.7142857142857142,2.142857142857143,3.115227612022728,294.43219213017323,10.930721420318147,8.586172029264642,8.586172029264642,6.491234937102163,4.628119970255353,4.628119970255353,3.4126598307969407,3.4126598307969407,2.880871513570889,2.880871513570889,1.684551228234217,1.684551228234217,-1.39,1127.84630511402,10.689302141157812,3.398660626219438,1.1970890097040787,82.4472189434159,0.0,5.41499046939678,0.0,11.814359458703011,0.0,6.031114512338072,19.805772703000454,4.794537184071822,0.0,0.0,13.847474399381248,12.841643245852019,7.04767198267719,0.0,14.383611552215466,17.845473971041084,0.0,10.216698334856808,5.41499046939678,26.689117645233267,7.04767198267719,0.0,0.0,0.0,5.316788604006331,4.794537184071822,0.0,0.0,29.793055684568753,9.589074368143644,5.41499046939678,26.689117645233267,0.0,0.0,0.0,0.0,66.48,23.26046444043786,14.383611552215466,0.0,0.0,12.841643245852019,4.899909730850478,7.04767198267719,13.847474399381248,0.0,5.316788604006331,0.0,0.0,0.0,35.41408163265306,2.1794444444444445,-1.0529166666666665,-0.8825462962962956,-0.6411805555555554,0.8170370370370366,3.5369368858654573,1.3791435185185186,0.6666666666666666,14,1,5,0,1,1,0,0,0,3,1,5,2,0,1,1,1,0.5009999999999999,49.323700000000024,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sample_393,-2.23,10.199797003163406,-0.9913425925925925,10.199797003163406,0.33088057445200314,0.8131158175997405,200.62099999999998,191.54899999999998,200.024021828,70,0,0.3412224041203021,-0.4816381760043407,0.4816381760043407,0.3412224041203021,1.6153846153846154,2.3076923076923075,2.8461538461538463,2.719441518462691,322.63589476880867,9.844934982691242,7.080832238192336,7.836761184210792,6.092224152875015,3.701099721619128,4.079064194628355,2.5922326073549153,3.0286683878268996,1.4881260554608877,1.7232231582486262,0.9142531306481256,1.1409106271599914,-1.22,705.1739292463237,9.864889643463497,4.140783009729792,2.951371503336311,80.89879677131513,9.843390348640755,5.749511833283905,6.606881964512918,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,11.600939890232516,30.686289896772447,5.022633313741326,0.0,14.637927532712576,17.570245178184365,0.0,0.0,0.0,6.923737199690624,6.606881964512918,28.78518601082315,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,11.600939890232516,17.682714647305474,4.794537184071822,6.923737199690624,5.563451491696996,18.19910120538483,5.022633313741326,0.0,0.0,46.53,5.969305287951849,4.794537184071822,0.0,6.606881964512918,10.772145147025231,5.563451491696996,0.0,18.19910120538483,6.923737199690624,0.0,21.44433023887327,4.995015432098765,5.707775293244869,10.199797003163406,8.9804860936144,0.8275462962962965,-0.4433796296296293,5.03282281431091,0.0,1.4777144746787603,0.0,0.2222222222222222,13,1,3,0,0,0,1,0,1,2,1,4,3,0,0,0,1,2.11182,49.31980000000002,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_394,-2.24,9.769919690098261,0.12467592592592625,9.769919690098261,0.12467592592592625,0.822452910441492,209.29299999999998,190.141,209.152812228,84,0,0.2278534558402248,-0.4929458223521831,0.4929458223521831,0.2278534558402248,1.2666666666666666,1.9333333333333333,2.4,2.986805042856837,313.60007327313747,11.422285251880869,9.910174725559475,9.910174725559475,7.057749310264367,5.296728149279612,5.296728149279612,3.909157764311391,3.909157764311391,2.360589501761639,2.360589501761639,1.4127418882724472,1.4127418882724472,-1.32,1891.322430918708,11.75309941520468,4.95736841381271,2.811743232272333,90.97936130456561,10.006437125691184,0.0,0.0,11.828327617421866,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,13.344558822616634,19.765380445542643,25.352723451899838,0.0,5.106527394840706,5.948339280986494,0.0,9.967957041894417,0.0,33.10993926815928,18.99525369620486,11.257379486545457,0.0,5.879988336435371,4.899909730850478,5.948339280986494,5.879988336435371,0.0,29.1698284020895,6.4208216229260096,6.923737199690624,31.0227599320881,0.0,0.0,0.0,0.0,49.25,0.0,5.106527394840706,0.0,5.879988336435371,5.948339280986494,30.519844355323485,0.0,4.899909730850478,21.019081165045005,16.89169424158504,0.0,0.0,0.0,10.185962537792893,9.769919690098261,1.751944444444445,0.685091175359033,0.0,3.009184697026959,4.042481575963718,3.7220825459813556,0.6363636363636364,15,1,4,0,0,0,0,1,1,4,1,4,4,0,0,0,1,1.8992200000000001,61.37280000000003,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_395,-2.24,12.123142479213907,-3.659444444444443,12.123142479213907,0.13483182161753637,0.8285267006028038,278.33700000000005,264.22499999999997,278.083746688,100,0,0.2625492969390487,-0.3987277171275084,0.3987277171275084,0.2625492969390487,1.105263157894737,1.736842105263158,2.3157894736842106,2.3305090060525346,675.9193645265303,14.043605595440512,10.583273677529261,11.399770258456988,8.865010527859459,5.573401423627471,7.056564671221863,4.116314202849783,5.798716444259302,2.3953515372265723,3.765986466455667,1.6128052923241643,2.604943038950271,-2.1500000000000004,14228.350559115828,13.285625230484353,4.8483458693548895,3.194614632941851,111.30820628928305,5.733667477162185,11.642267275834955,0.0,0.0,10.023291153407584,0.0,4.722094864452088,18.385754026223353,0.0,0.0,0.0,38.112942673227685,17.447681337993632,4.895483475517775,8.417796984328938,21.528540205926173,0.0,9.967957041894417,0.0,18.742957874899023,10.455762341614273,41.85016783515644,0.0,0.0,10.455762341614273,11.50524905251859,0.0,0.0,18.385754026223353,10.023291153407584,13.847474399381248,11.518332492848387,35.227318817825825,0.0,0.0,0.0,97.97,10.023291153407584,8.417796984328938,0.0,10.713346253352803,17.20571876753195,0.0,24.26546827384644,19.913841467842857,0.0,14.690051906346504,5.733667477162185,26.66224678760393,0.0,8.25717031295224,0.0,6.730278285326987,0.760954743008315,7.5228914714033746,0.0,3.4759028441495974,-3.659444444444443,0.16666666666666666,19,3,6,0,0,0,1,1,2,5,2,7,3,0,0,0,2,1.47644,73.16890000000002,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sample_396,-2.24,10.543151927437641,-0.18842592592592577,10.543151927437641,0.08583333333333365,0.5950261967780848,151.16499999999996,142.093,151.063328528,58,0,0.22084944464902984,-0.505774056864013,0.505774056864013,0.22084944464902984,1.4545454545454546,2.090909090909091,2.6363636363636362,2.8574541535636215,270.54949758389114,8.267584713501616,6.164862962722325,6.164862962722325,5.198377302757662,3.255081212171537,3.255081212171537,2.198335276281771,2.198335276281771,1.2147501589039873,1.2147501589039873,0.768990330418212,0.768990330418212,-1.51,291.15182779723744,7.595374077976819,3.0531381005525,1.9650480959181804,64.66690538413799,10.423315998847038,5.749511833283905,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,12.13273413692322,12.13273413692322,6.923737199690624,5.687386274683562,9.901064578912528,11.594566004035068,0.0,0.0,0.0,6.923737199690624,5.316788604006331,24.26546827384644,0.0,5.749511833283905,5.316788604006331,5.687386274683562,5.749511833283905,0.0,11.013707124192212,4.794537184071822,0.0,6.923737199690624,24.26546827384644,0.0,0.0,0.0,49.33,0.0,4.794537184071822,0.0,11.65669156263541,5.687386274683562,0.0,12.990104268152233,18.19910120538483,0.0,5.316788604006331,5.106527394840706,0.0,0.0,10.543151927437641,11.628796296296295,0.44444444444444464,-0.10259259259259212,6.590922146636432,0.0,1.3952777777777778,0.0,0.125,11,2,3,0,0,0,1,0,1,2,2,3,1,0,0,0,1,1.3505999999999998,42.41050000000002,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_397,-2.26,10.348055555555556,-0.17245370370370328,10.348055555555556,0.17245370370370328,0.49770208173400393,128.156,124.124,128.004433748,42,0,0.25107517225857645,-0.3387602340212356,0.3387602340212356,0.25107517225857645,1.625,2.375,2.75,3.5021170388304435,248.36195376207496,5.983127663125442,3.9711971193069777,4.787693700234703,3.787693700234704,2.0689318929868223,2.4771801834506855,1.2960458159738015,1.7042941064376644,0.6858665867562286,0.9057797895699521,0.3826884660961114,0.5513220796056342,-0.9000000000000001,64.0524865010122,5.240845070422535,1.915964255524695,1.0352735176911,50.39100142863863,4.9839785209472085,0.0,4.771065770590158,0.0,5.559266895052007,0.0,9.77851570501903,0.0,0.0,0.0,0.0,12.217873443046695,12.263210640074686,0.0,0.0,12.217873443046695,0.0,9.967957041894417,0.0,0.0,0.0,27.388080489788674,0.0,0.0,5.559266895052007,0.0,0.0,12.217873443046695,9.967957041894417,0.0,4.771065770590158,0.0,17.05774782414651,0.0,0.0,0.0,48.65,0.0,4.794537184071822,0.0,5.559266895052007,4.771065770590158,0.0,12.263210640074686,0.0,0.0,22.18583048494111,0.0,0.3587962962962965,4.588425925925926,15.353240740740741,0.0,-0.17245370370370328,0.0,1.3708333333333333,1.5011574074074074,0.0,0.0,0.0,8,2,3,0,0,0,0,1,1,2,2,4,0,0,0,0,1,0.43249,32.2474,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
