,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,y1,y2
26,0.0,0.17,0.0,0.2,0.2,0.0,0.0,0.0,0.22,0.21,0.0,0.0,1.0,0.0,1.0,0.3,1.1,0.3,4.9,2.5,18.0,18.0,10.0,28.0,10.0,11.0,23.0,28.0,26.0,25.0,382.89245582999104,887.9877420764612
27,0.19,0.18,0.2,0.0,0.0,0.0,0.0,0.21,0.0,0.21,1.0,1.0,1.0,0.0,0.0,2.3,0.4,0.7,3.2,2.5,22.0,18.0,13.0,19.0,27.0,11.0,17.0,29.0,15.0,28.0,424.540724651738,736.794970481512
28,0.26,0.21,0.25,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0,1.0,0.0,1.5,4.5,1.0,1.1,0.7,20.0,19.0,23.0,29.0,21.0,29.0,24.0,20.0,21.0,25.0,376.26973804229107,573.2470132087817
29,0.0,0.0,0.13,0.24,0.0,0.24,0.18,0.0,0.21,0.0,1.0,0.0,1.0,0.0,1.0,0.4,1.1,2.0,3.3,2.4,25.0,28.0,30.0,11.0,23.0,11.0,28.0,21.0,20.0,10.0,438.765468936612,866.9620115915825
30,0.0,0.0,0.18,0.0,0.17,0.0,0.22,0.0,0.26,0.16,0.0,0.0,1.0,1.0,0.0,1.0,0.9,1.0,0.1,4.0,23.0,20.0,25.0,16.0,13.0,17.0,15.0,27.0,25.0,13.0,391.3060168943058,646.6689999813467
31,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.19,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.9,4.3,2.1,21.0,14.0,13.0,13.0,15.0,25.0,27.0,16.0,11.0,30.0,397.54539952070746,626.2299456425383
32,0.0,0.16,0.0,0.0,0.19,0.25,0.0,0.29,0.0,0.11,0.0,1.0,0.0,1.0,1.0,1.9,0.0,2.6,0.3,3.5,11.0,22.0,15.0,29.0,26.0,22.0,25.0,11.0,25.0,13.0,479.6822626740774,840.1600000000072
33,0.24,0.21,0.06,0.0,0.0,0.19,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,1.0,1.4,0.2,5.0,1.3,0.6,24.0,27.0,25.0,21.0,19.0,17.0,20.0,30.0,19.0,10.0,431.6292027249472,729.9460008470124
34,0.0,0.0,0.17,0.28,0.0,0.18,0.0,0.0,0.28,0.08,0.0,1.0,0.0,0.0,0.0,0.3,2.3,0.4,2.3,3.3,14.0,10.0,25.0,18.0,16.0,24.0,24.0,20.0,17.0,20.0,326.5320358488678,454.5728981027889
35,0.0,0.23,0.19,0.0,0.15,0.0,0.0,0.25,0.17,0.0,0.0,0.0,0.0,0.0,1.0,3.3,1.1,1.0,1.3,1.9,19.0,14.0,15.0,11.0,24.0,17.0,26.0,13.0,27.0,27.0,368.0221762224948,520.9189549117533
36,0.21,0.21,0.21,0.0,0.0,0.18,0.0,0.0,0.18,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,0.3,0.5,4.6,19.0,15.0,23.0,19.0,18.0,21.0,22.0,19.0,18.0,23.0,364.3710411574859,544.7349945400296
37,0.0,0.0,0.17,0.0,0.22,0.0,0.0,0.22,0.18,0.21,1.0,0.0,1.0,0.0,1.0,2.6,0.7,0.7,0.7,3.7,17.0,21.0,20.0,20.0,16.0,26.0,24.0,19.0,26.0,14.0,322.0384866678164,585.9460000000206
38,0.16,0.2,0.0,0.0,0.0,0.0,0.17,0.0,0.23,0.24,1.0,0.0,1.0,0.0,1.0,3.5,0.6,1.8,1.0,0.8,21.0,13.0,28.0,27.0,10.0,16.0,14.0,20.0,29.0,24.0,390.6148556622577,807.7059999405094
39,0.27,0.0,0.23,0.0,0.23,0.12,0.15,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.8,1.6,0.2,0.1,2.1,28.0,10.0,21.0,20.0,12.0,16.0,21.0,27.0,24.0,12.0,422.3969256796106,877.168006445875
40,0.18,0.27,0.17,0.0,0.0,0.0,0.2,0.0,0.0,0.17,1.0,1.0,0.0,0.0,0.0,2.7,2.0,2.5,1.6,0.3,22.0,26.0,16.0,27.0,27.0,29.0,20.0,17.0,11.0,15.0,361.2767817474026,599.8150004675111
41,0.19,0.0,0.0,0.21,0.2,0.0,0.19,0.21,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.2,2.4,1.5,0.8,25.0,20.0,18.0,22.0,16.0,24.0,23.0,24.0,13.0,22.0,277.9253456911347,547.9119990069933
42,0.11,0.29,0.0,0.1,0.31,0.0,0.18,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.7,0.9,1.3,3.1,0.1,14.0,12.0,16.0,17.0,17.0,16.0,24.0,15.0,15.0,23.0,500.1022352188838,841.0870000069395
43,0.23,0.0,0.2,0.22,0.0,0.18,0.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2,4.9,0.8,1.6,1.5,10.0,19.0,12.0,17.0,22.0,21.0,13.0,17.0,18.0,27.0,337.1429520455053,545.1939572604985
44,0.14,0.0,0.12,0.0,0.0,0.14,0.0,0.0,0.32,0.27,1.0,1.0,1.0,0.0,1.0,0.7,2.4,1.8,0.4,1.1,15.0,14.0,20.0,20.0,16.0,17.0,19.0,22.0,25.0,29.0,445.57783821595336,704.4850107475692
45,0.21,0.0,0.15,0.2,0.0,0.19,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.8,1.9,0.7,3.9,0.5,24.0,10.0,17.0,20.0,15.0,12.0,11.0,26.0,13.0,26.0,365.69172762232193,718.5880280971209
46,0.0,0.21,0.18,0.0,0.25,0.0,0.18,0.18,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.1,2.0,0.5,0.4,2.2,26.0,15.0,27.0,19.0,13.0,11.0,16.0,23.0,27.0,17.0,423.20817942753564,709.245964034887
47,0.16,0.22,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.22,1.0,1.0,1.0,1.0,1.0,2.6,1.9,1.3,1.0,2.5,27.0,15.0,12.0,14.0,25.0,14.0,10.0,12.0,13.0,13.0,449.5488222061272,974.9980017890921
48,0.0,0.21,0.0,0.0,0.0,0.25,0.18,0.2,0.0,0.16,1.0,0.0,1.0,0.0,0.0,2.0,0.1,1.4,4.5,0.9,21.0,24.0,15.0,11.0,19.0,24.0,13.0,20.0,28.0,25.0,356.6922268291221,648.0459999973147
49,0.0,0.18,0.0,0.0,0.18,0.26,0.0,0.18,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.2,0.7,3.7,1.4,3.3,23.0,14.0,21.0,18.0,17.0,19.0,24.0,11.0,30.0,19.0,364.1657361883207,511.8400000001106
50,0.0,0.18,0.0,0.0,0.21,0.0,0.0,0.21,0.19,0.21,1.0,0.0,1.0,0.0,0.0,2.9,0.8,2.1,3.0,0.8,17.0,15.0,22.0,26.0,30.0,11.0,22.0,28.0,19.0,24.0,318.0115971311444,596.5119999964646
51,0.0,0.23,0.0,0.24,0.2,0.16,0.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3,0.6,0.3,1.0,4.0,25.0,12.0,24.0,17.0,12.0,10.0,15.0,11.0,24.0,23.0,415.63215325536464,823.7260000009665
52,0.0,0.23,0.0,0.0,0.0,0.26,0.0,0.15,0.18,0.19,1.0,1.0,0.0,1.0,1.0,0.9,0.2,0.4,2.7,1.5,26.0,21.0,17.0,13.0,22.0,18.0,14.0,28.0,11.0,16.0,423.11960674824326,841.5550000040225
53,0.16,0.26,0.0,0.0,0.19,0.15,0.0,0.0,0.24,0.0,0.0,0.0,1.0,1.0,1.0,1.8,1.2,0.9,3.2,2.5,30.0,14.0,28.0,15.0,29.0,14.0,12.0,21.0,19.0,27.0,441.4668469945796,776.4579999982665
54,0.0,0.23,0.21,0.32,0.0,0.15,0.0,0.09,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.4,2.2,3.3,2.5,0.6,28.0,26.0,22.0,22.0,18.0,14.0,25.0,25.0,18.0,12.0,328.5260802154464,611.0199999159764
55,0.0,0.24,0.0,0.0,0.18,0.21,0.15,0.22,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.7,2.2,1.9,2.2,0.2,28.0,14.0,28.0,17.0,29.0,27.0,22.0,18.0,17.0,25.0,404.6183024688011,684.4779992876278
56,0.0,0.0,0.17,0.22,0.0,0.19,0.15,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.2,1.0,0.2,2.7,27.0,18.0,18.0,15.0,24.0,30.0,25.0,13.0,26.0,12.0,330.03117723898316,492.03101662925883
57,0.17,0.17,0.0,0.0,0.15,0.0,0.0,0.29,0.0,0.23,0.0,0.0,0.0,0.0,1.0,3.5,0.3,0.6,2.1,0.3,28.0,27.0,17.0,11.0,10.0,21.0,21.0,18.0,18.0,15.0,393.12380951261366,622.8369997194012
58,0.19,0.2,0.0,0.0,0.18,0.0,0.0,0.23,0.19,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.4,1.5,0.4,0.0,15.0,20.0,27.0,13.0,28.0,25.0,18.0,27.0,17.0,12.0,296.6046923765415,516.943038352017
59,0.0,0.21,0.19,0.2,0.21,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,3.3,1.3,0.7,4.1,0.1,27.0,14.0,26.0,21.0,28.0,13.0,22.0,24.0,23.0,24.0,312.29431152202153,557.8030075698256
60,0.22,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.22,0.21,1.0,0.0,1.0,1.0,1.0,0.1,1.6,2.1,2.1,4.0,14.0,29.0,17.0,27.0,12.0,22.0,17.0,17.0,19.0,23.0,403.1725137503239,754.8219999731853
61,0.0,0.18,0.0,0.15,0.23,0.18,0.0,0.0,0.0,0.26,1.0,0.0,0.0,1.0,1.0,0.8,0.0,3.6,0.9,2.2,28.0,12.0,21.0,29.0,15.0,20.0,29.0,25.0,18.0,16.0,433.37244420156196,801.8020419147723
62,0.24,0.17,0.0,0.18,0.21,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,4.6,2.7,0.1,1.2,0.4,12.0,10.0,25.0,23.0,30.0,12.0,18.0,14.0,11.0,11.0,410.7146307382065,851.7325138001845
63,0.0,0.0,0.0,0.23,0.17,0.0,0.23,0.22,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,0.9,1.0,1.7,17.0,22.0,18.0,13.0,25.0,22.0,30.0,16.0,10.0,18.0,269.68229053590267,456.65199999928313
64,0.0,0.17,0.26,0.2,0.0,0.0,0.0,0.14,0.0,0.24,1.0,0.0,1.0,1.0,1.0,4.0,0.6,1.1,1.5,1.1,12.0,19.0,11.0,10.0,14.0,24.0,29.0,21.0,22.0,21.0,418.1186854644494,881.9650000186444
65,0.0,0.15,0.26,0.0,0.21,0.2,0.0,0.19,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.8,3.5,0.8,1.3,1.5,16.0,25.0,21.0,15.0,20.0,23.0,10.0,23.0,22.0,18.0,357.667425819921,561.8349994621105
66,0.17,0.0,0.24,0.0,0.19,0.19,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.3,2.9,0.6,2.7,1.6,26.0,18.0,22.0,23.0,29.0,23.0,10.0,27.0,28.0,19.0,404.3022587990606,787.4469999999792
67,0.0,0.17,0.21,0.0,0.16,0.0,0.0,0.26,0.0,0.21,0.0,0.0,0.0,0.0,0.0,3.0,2.3,0.1,0.0,2.2,16.0,17.0,24.0,27.0,23.0,16.0,13.0,26.0,16.0,17.0,281.95285172156525,400.84300225206744
68,0.0,0.26,0.0,0.17,0.16,0.0,0.0,0.16,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.3,0.1,2.5,2.0,1.1,21.0,21.0,13.0,19.0,14.0,29.0,16.0,15.0,25.0,24.0,385.9759926977742,610.2790646469406
69,0.0,0.21,0.21,0.0,0.18,0.0,0.0,0.0,0.18,0.22,1.0,1.0,1.0,1.0,1.0,0.1,1.3,0.8,1.9,3.1,23.0,15.0,16.0,28.0,19.0,25.0,29.0,11.0,23.0,16.0,483.1300045576495,919.0900000004316
70,0.17,0.28,0.0,0.0,0.32,0.12,0.0,0.12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.3,4.7,1.2,0.0,0.1,26.0,17.0,21.0,28.0,15.0,11.0,21.0,11.0,12.0,12.0,513.1822526036254,873.576997096116
71,0.17,0.0,0.22,0.0,0.0,0.0,0.0,0.19,0.17,0.25,1.0,0.0,0.0,0.0,1.0,1.8,0.6,4.8,1.0,0.7,10.0,13.0,28.0,25.0,12.0,26.0,24.0,17.0,22.0,26.0,367.80380966653865,776.4040000001878
72,0.0,0.0,0.0,0.0,0.0,0.25,0.21,0.12,0.15,0.27,0.0,1.0,0.0,1.0,1.0,0.8,4.8,0.4,0.9,1.5,20.0,12.0,22.0,27.0,19.0,18.0,23.0,17.0,18.0,22.0,393.7222198781169,656.2359999310033
73,0.22,0.15,0.0,0.0,0.22,0.2,0.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.6,0.5,1.1,12.0,23.0,30.0,27.0,26.0,17.0,18.0,21.0,22.0,29.0,304.5395990884479,604.4140852680276
74,0.24,0.22,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.18,1.0,1.0,1.0,0.0,0.0,3.3,0.9,1.3,1.8,0.8,27.0,16.0,19.0,23.0,29.0,14.0,18.0,11.0,12.0,21.0,433.758788927064,712.908999982725
75,0.0,0.0,0.21,0.0,0.22,0.19,0.2,0.0,0.0,0.19,1.0,0.0,0.0,0.0,0.0,1.2,1.5,1.0,0.9,4.5,25.0,29.0,22.0,22.0,21.0,28.0,17.0,10.0,26.0,16.0,289.2329245985537,581.0230241090433
76,0.0,0.21,0.24,0.18,0.24,0.0,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.1,1.0,0.5,4.8,0.1,14.0,20.0,15.0,25.0,28.0,29.0,23.0,29.0,29.0,22.0,418.3759768713135,819.4780000002194
77,0.11,0.21,0.2,0.3,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.9,1.6,2.1,0.0,1.9,29.0,21.0,22.0,13.0,10.0,15.0,15.0,18.0,24.0,14.0,382.54116408178146,709.0299855891687
78,0.19,0.0,0.23,0.24,0.0,0.0,0.19,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.8,1.2,2.4,4.0,24.0,10.0,30.0,20.0,10.0,29.0,24.0,22.0,15.0,22.0,321.7295332372274,692.0470002026757
79,0.0,0.22,0.24,0.21,0.0,0.0,0.19,0.14,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.4,1.4,1.4,0.2,0.5,26.0,14.0,12.0,28.0,29.0,25.0,26.0,30.0,20.0,26.0,419.8028333928338,1030.329997017573
80,0.19,0.0,0.24,0.18,0.0,0.0,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.1,0.5,2.8,1.2,0.2,23.0,12.0,19.0,19.0,27.0,14.0,24.0,20.0,12.0,27.0,383.7199517822207,714.2409999999965
81,0.24,0.23,0.0,0.0,0.0,0.0,0.21,0.11,0.0,0.2,0.0,1.0,1.0,0.0,1.0,2.8,3.6,0.1,0.0,0.8,12.0,23.0,25.0,26.0,20.0,27.0,29.0,28.0,18.0,11.0,452.7469594720334,894.5826268531232
82,0.26,0.13,0.19,0.2,0.0,0.21,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9,2.7,0.5,1.3,2.4,27.0,13.0,19.0,11.0,13.0,14.0,29.0,15.0,17.0,25.0,492.88985330209,769.8430000164111
83,0.0,0.0,0.2,0.24,0.0,0.0,0.13,0.0,0.2,0.23,0.0,0.0,1.0,1.0,0.0,0.0,1.1,2.0,0.5,3.1,24.0,11.0,25.0,29.0,21.0,17.0,11.0,13.0,15.0,11.0,449.40864058356823,788.3719253596361
84,0.0,0.2,0.0,0.12,0.26,0.0,0.28,0.14,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8,3.8,1.5,1.1,0.2,17.0,17.0,15.0,16.0,18.0,21.0,18.0,22.0,18.0,27.0,421.44879196020247,678.0519999993417
85,0.0,0.18,0.19,0.0,0.0,0.19,0.2,0.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.7,3.7,0.3,0.6,26.0,22.0,28.0,12.0,12.0,23.0,11.0,30.0,17.0,10.0,377.8481473471421,827.7309993609601
86,0.22,0.23,0.0,0.0,0.0,0.14,0.0,0.28,0.13,0.0,1.0,1.0,1.0,1.0,0.0,0.3,2.6,1.5,1.3,2.7,13.0,28.0,12.0,19.0,26.0,25.0,15.0,20.0,22.0,13.0,456.29363858551955,771.3103522297253
87,0.0,0.0,0.15,0.0,0.18,0.23,0.0,0.21,0.0,0.23,1.0,0.0,0.0,1.0,1.0,1.2,0.8,1.2,3.3,0.6,12.0,10.0,20.0,14.0,15.0,26.0,16.0,23.0,10.0,29.0,416.6252483809852,861.2200000001654
88,0.0,0.18,0.0,0.0,0.2,0.0,0.22,0.0,0.2,0.2,1.0,1.0,1.0,1.0,0.0,3.2,1.4,0.3,0.1,1.4,30.0,11.0,13.0,27.0,17.0,27.0,21.0,15.0,18.0,20.0,474.7702415676679,903.9160201423798
89,0.0,0.0,0.13,0.0,0.0,0.17,0.18,0.26,0.0,0.26,0.0,1.0,1.0,0.0,1.0,0.5,1.1,0.3,2.7,2.8,18.0,10.0,22.0,29.0,20.0,29.0,14.0,16.0,22.0,17.0,396.0009884380423,749.0980003242049
90,0.15,0.2,0.0,0.2,0.0,0.28,0.0,0.0,0.0,0.17,1.0,0.0,1.0,1.0,0.0,3.2,0.4,2.3,1.3,0.4,29.0,22.0,17.0,29.0,24.0,11.0,21.0,14.0,19.0,19.0,468.5139681499165,725.1580000966829
91,0.34,0.0,0.13,0.32,0.0,0.14,0.0,0.0,0.07,0.0,0.0,0.0,1.0,1.0,0.0,3.6,1.5,0.0,2.1,0.4,11.0,20.0,30.0,19.0,18.0,25.0,13.0,28.0,29.0,30.0,455.17824597422367,846.4779968418391
92,0.0,0.0,0.22,0.23,0.0,0.15,0.0,0.25,0.16,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.5,2.0,1.7,4.2,15.0,14.0,27.0,19.0,14.0,18.0,24.0,29.0,17.0,23.0,449.419999365066,807.6790010345669
93,0.0,0.0,0.16,0.23,0.24,0.18,0.0,0.0,0.0,0.2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8,1.8,3.5,27.0,12.0,18.0,13.0,13.0,20.0,12.0,12.0,17.0,24.0,370.38315948975884,748.836999717061
94,0.0,0.0,0.17,0.18,0.0,0.19,0.0,0.25,0.0,0.21,0.0,1.0,1.0,0.0,0.0,2.2,0.1,2.5,0.7,0.2,18.0,10.0,15.0,20.0,17.0,13.0,20.0,12.0,19.0,25.0,360.3708773711382,655.7319989157858
95,0.14,0.0,0.23,0.22,0.0,0.0,0.25,0.16,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,3.9,0.5,0.3,0.2,18.0,11.0,22.0,25.0,22.0,16.0,22.0,14.0,13.0,11.0,448.53297779383576,975.1060003632451
96,0.0,0.11,0.0,0.0,0.22,0.0,0.0,0.13,0.3,0.24,1.0,0.0,0.0,0.0,0.0,1.7,0.1,0.2,0.9,3.6,19.0,24.0,27.0,16.0,25.0,11.0,19.0,20.0,24.0,17.0,390.3702017375402,526.473999866262
97,0.0,0.0,0.0,0.0,0.18,0.2,0.0,0.21,0.21,0.21,1.0,1.0,0.0,0.0,1.0,1.3,1.9,1.4,0.3,4.8,29.0,19.0,23.0,11.0,18.0,22.0,22.0,13.0,14.0,16.0,393.22828866572627,735.138999986822
98,0.12,0.0,0.0,0.25,0.0,0.0,0.0,0.19,0.2,0.24,1.0,0.0,1.0,1.0,0.0,0.1,0.9,4.2,0.8,0.3,14.0,30.0,26.0,15.0,20.0,15.0,19.0,15.0,27.0,26.0,472.51454313867595,862.3899997723497
99,0.19,0.21,0.0,0.0,0.21,0.0,0.0,0.19,0.21,0.0,0.0,1.0,1.0,1.0,0.0,1.1,1.0,2.7,0.4,0.9,27.0,13.0,24.0,17.0,24.0,12.0,24.0,16.0,21.0,20.0,332.73823146975224,663.3729997419262
